folio,zip,addr,muni,dorCode,dorDesc,cls,homestead,taxable,assessedVal,justVal,exemption,rollYear,valid
2050120240050,33156,11901 SW 63 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,2435244,2435244,2435244,0,2026,true
2050120250010,33156,6500 SW 104 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,842621,894032,2671160,51411,2026,true
2050120250020,33156,6520 SW 104 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,547716,599127,2375770,51411,2026,true
2050120250030,33156,6640 SW 104 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,2763755,2815166,2815166,51411,2026,true
2050120250040,33156,6650 SW 104 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1837909,1889320,2988605,51411,2026,true
2050120250050,33156,10591 SW 67 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,753097,804508,2209684,51411,2026,true
2050120250070,33156,6525 SW 106 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,5464105,5515516,5731154,51411,2026,true
2050120250080,33156,6501 SW 106 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,3250987,3302398,4186799,51411,2026,true
2050120260010,33156,11950 SW 63 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,2133856,2185267,2185267,51411,2026,true
2050120260020,33156,6345 SW 120 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,523229,574640,2352885,51411,2026,true
2050120260030,33156,11900 SW 63 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1273666,1325077,2871610,51411,2026,true
2050120260040,33156,11880 SW 63 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,557021,608432,2493617,51411,2026,true
2050120260050,33156,11800 SW 63 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,587818,639229,2372769,51411,2026,true
2050120260060,33156,6330 SW 118 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,2235543,2286954,2492127,51411,2026,true
2050120260070,33156,6325 SW 118 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1143137,1194548,2330265,51411,2026,true
2050120260080,33156,6305 SW 118 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,669607,721018,2389859,51411,2026,true
2050120270010,33156,10825 SW 60 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,824706,876117,2550112,51411,2026,true
2050120270020,33156,10901 SW 60 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,474057,525468,2582910,51411,2026,true
2050120270030,33156,10951 SW 60 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1323792,1375203,2658451,51411,2026,true
2050120270040,33156,11001 SW 60 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,726706,778117,3248690,51411,2026,true
2050120270050,33156,5995 SW 111 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,7219023,7219023,7219023,0,2026,true
2050120280010,33156,5740 SW 111 TER,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,4173127,4173127,4173127,0,2026,true
2050120280020,33156,5760 SW 111 TER,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,3383843,3435254,4446389,51411,2026,true
2050120280030,33156,5800 SW 111 TER,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,866725,918136,2766232,51411,2026,true
2050120280040,33156,5820 SW 111 TER,Pinecrest,0802,MULTIFAMILY 2-9 UNITS : 2 LIVING UNITS,Multifamily,1,944378,995789,2484923,51411,2026,true
2050120280050,33156,5840 SW 111 TER,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,713879,765290,2325254,51411,2026,true
2050120280060,33156,11225 SW 58 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1537565,1588976,2686747,51411,2026,true
2050120280070,33156,5805 SW 113 ST,Pinecrest,0081,VACANT RESIDENTIAL : VACANT LAND,Vacant Residential,1,661400,712811,2090479,51411,2026,true
2050120280080,33156,5765 SW 113 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1051927,1103338,2709027,51411,2026,true
2050120280090,33156,11220 SW 57 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1221666,1273077,3758190,51411,2026,true
2050120280100,33156,11225 SW 57 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,470156,521567,1703192,51411,2026,true
2050120280110,33156,11205 SW 57 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,630105,681516,2162258,51411,2026,true
2050120280120,33156,5715 SW 111 TER,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,624461,675872,1903276,51411,2026,true
2050120280130,33156,5735 SW 111 TER,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1850902,1902313,2014804,51411,2026,true
2050120280140,33156,5755 SW 111 TER,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,1533013,1533013,2040850,0,2026,true
2050120280150,33156,5805 SW 111 TER,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,612547,663958,2007223,51411,2026,true
2050120280160,33156,5825 SW 111 TER,Pinecrest,0081,VACANT RESIDENTIAL : VACANT LAND,Vacant Residential,0,1642629,1642629,1642629,0,2026,true
2050120280170,33156,5845 SW 111 TER,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,988835,1040246,2053890,51411,2026,true
2050120280180,33156,11120 SW 58 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,693670,745081,2253062,51411,2026,true
2050120280190,33156,11200 SW 58 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,2196820,2248231,2248231,51411,2026,true
2050120280200,33156,11220 SW 58 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,678056,729467,2101534,51411,2026,true
2050120280210,33156,5840 SW 113 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,799632,851043,2618359,51411,2026,true
2050120280220,33156,5820 SW 113 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,2235712,2287123,4058219,51411,2026,true
2050120280230,33156,5800 SW 113 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,3141101,3192512,4538600,51411,2026,true
2050120280240,33156,5760 SW 113 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1090317,1141728,2532579,51411,2026,true
2050120280250,33156,5740 SW 113 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,693032,744443,2327653,51411,2026,true
2050120280260,33156,5720 SW 113 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,743809,795220,2483781,51411,2026,true
2050120280270,33156,11245 SW 57 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,583657,635068,2294360,51411,2026,true
2050120290010,33156,6650 SW 118 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,1356129,1356129,2171461,0,2026,true
2050120290020,33156,11905 LUDLAM RD,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1830413,1881824,2356565,51411,2026,true
2050120290030,33156,6625 SW 120 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1086212,1137623,2029989,51411,2026,true
2050120290040,33156,11950 SW 66 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,511506,567917,2103108,56411,2026,true
2050120290050,33156,11900 SW 66 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,689724,741135,2498279,51411,2026,true
2050120290060,33156,11800 SW 66 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1088951,1140362,2386636,51411,2026,true
2050120290070,33156,11805 SW 66 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1219514,1270925,2335925,51411,2026,true
2050120290080,33156,11855 SW 66 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1043887,1095298,2641281,51411,2026,true
2050120290090,33156,11905 SW 66 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,2898797,2950208,3280273,51411,2026,true
2050120290100,33156,11955 SW 66 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,1422298,1422298,2343949,0,2026,true
2050120310010,33156,6650 SW 112 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,627373,678784,2337068,51411,2026,true
2050120310020,33156,6600 SW 112 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,8008376,8008376,8008376,0,2026,true
2050120310030,33156,11255 SW 67 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,2342655,2394066,2698550,51411,2026,true
2050120310040,33156,11305 SW 67 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,803536,854947,2633430,51411,2026,true
2050120310050,33156,11355 SW 67 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,673429,724840,2462135,51411,2026,true
2050120320010,33156,6195 SW 120 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,545548,596959,2084384,51411,2026,true
2050120320020,33156,11885 SW 62 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,734359,785770,2360591,51411,2026,true
2050120320030,33156,11805 SW 62 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,2186524,2186524,2186524,0,2026,true
2050120320040,33156,6170 SW 118 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1590128,1641539,3225695,51411,2026,true
2050120320050,33156,6150 SW 118 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,6802907,6802907,6802907,0,2026,true
2050120320060,33156,6100 SW 118 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,639311,690722,3007051,51411,2026,true
2050120320070,33156,6105 SW 120 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,852445,903856,3272429,51411,2026,true
2050120330010,33156,6400 SW 114 ST,Pinecrest,0102,RESIDENTIAL - SINGLE FAMILY : ADDITIONAL LIVING QUARTERS,Single Family,1,1746777,1798188,3005086,51411,2026,true
2050120330020,33156,6420 SW 114 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,2592384,2592384,2592384,0,2026,true
2050120330030,33156,6440 SW 114 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,844978,896389,2709850,51411,2026,true
2050120330040,33156,6460 SW 114 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,2077948,2077948,2584625,0,2026,true
2050120330050,33156,6480 SW 114 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,809665,866076,2647818,56411,2026,true
2050120330060,33156,6500 SW 114 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1142264,1193675,2871923,51411,2026,true
2050120330070,33156,6520 SW 114 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,2134930,2186341,3295808,51411,2026,true
2050120330080,33156,6600 SW 114 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1762188,1813599,3131127,51411,2026,true
2050120330090,33156,11421 SW 67 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1058624,1110035,2563935,51411,2026,true
2050120330100,33156,11401 SW 67 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,2451427,2502838,2502838,51411,2026,true
2050120350010,33156,5941 SW 105 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1927597,1979008,3241014,51411,2026,true
2050120350020,33156,5921 SW 105 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1554875,1606286,3078894,51411,2026,true
2050120350030,33156,5901 SW 105 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1495513,1546924,3033436,51411,2026,true
2050120350040,33156,5881 SW 105 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1366413,1417824,3121587,51411,2026,true
2050120350050,33156,5800 SW 105 ST,Pinecrest,5001,IMPR AGRI : RESIDENTIAL - SINGLE FAMILY,Other,1,4397584,4448995,7784591,51411,2026,true
2050120350060,33156,5882 SW 105 ST,Pinecrest,0066,VACANT RESIDENTIAL : EXTRA FEA OTHER THAN PARKING,Vacant Residential,0,2324943,2324943,2324943,0,2026,true
2050120350070,33156,5902 SW 105 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,3409359,3460770,3551710,51411,2026,true
2050120350080,33156,5922 SW 105 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1504495,1555906,3083896,51411,2026,true
2050120350090,33156,5942 SW 105 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1770047,1821458,3089647,51411,2026,true
2050120360010,33156,11062 SW 59 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,3947651,3947651,3947651,0,2026,true
2050120360020,33156,11024 SW 59 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1751439,1802850,3014800,51411,2026,true
2050120360030,33156,10988 SW 59 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,2922991,2974402,3042243,51411,2026,true
2050120360040,33156,10950 SW 59 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,3340429,3340429,3340429,0,2026,true
2050120360050,33156,10912 SW 59 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,2135472,2186883,3534789,51411,2026,true
2050120360060,33156,10874 SW 59 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1880820,1932231,3204065,51411,2026,true
2050120360070,33156,10873 SW 59 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1861415,1912826,3178477,51411,2026,true
2050120360080,33156,10911 SW 59 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,0,3187497,3424597,3187497,2026,true
2050120360090,33156,10949 SW 59 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,2769394,2769394,3268499,0,2026,true
2050120360100,33156,10987 SW 59 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1408959,1465370,2929759,56411,2026,true
2050120360110,33156,11023 SW 59 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1669569,1720980,3068875,51411,2026,true
2050120360120,33156,11061 SW 59 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1589935,1641346,3254767,51411,2026,true
2050120370010,33156,5701 SW 107 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1411819,1463230,2470500,51411,2026,true
2050120370020,33156,5731 SW 107 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,2829020,2829020,3451321,0,2026,true
2050120370030,33156,5761 SW 107 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1790591,1842002,3396738,51411,2026,true
2050120370040,33156,5791 SW 107 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1652369,1703780,3308924,51411,2026,true
2050120370050,33156,5760 SW 107 ST,Pinecrest,0102,RESIDENTIAL - SINGLE FAMILY : ADDITIONAL LIVING QUARTERS,Single Family,0,3054605,3054605,3663751,0,2026,true
2050120370060,33156,5730 SW 107 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1949870,2001281,3417750,51411,2026,true
2050120370070,33156,5700 SW 107 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,2521607,2573018,3056345,51411,2026,true
2050120390010,33156,,Pinecrest,0081,VACANT RESIDENTIAL : VACANT LAND,Vacant Residential,0,3391735,3391735,3391735,0,2026,true
2050120390020,33156,6655 SW 106 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,5223481,5274892,5518653,51411,2026,true
2050120400010,33156,6690 SW 106 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,4635340,4635340,4962789,0,2026,true
2050120400020,33156,6650 SW 106 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,7958978,7958978,7958978,0,2026,true
2050120410010,33156,11501 SW 67 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,5874065,5874065,5874065,0,2026,true
2050120410020,33156,6645 SW 116 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,5906857,5906857,5906857,0,2026,true
2050120420010,33156,11400 SW 60 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,8553292,8553292,8553292,0,2026,true
2050130000020,33156,6050 SW 120 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,3900148,3951559,5876935,51411,2026,true
2050130000021,33156,,Pinecrest,0081,VACANT RESIDENTIAL : VACANT LAND,Vacant Residential,0,1618222,1618222,3070502,0,2026,true
2050130000022,33156,6000 SW 120 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,3384549,3384549,3384549,0,2026,true
2050130000030,33156,12121 SW 60 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,2859947,2859947,2859947,0,2026,true
2050130000050,33156,12340 SW 60 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1273204,1324615,2642021,51411,2026,true
2050130000060,33156,12110 SW 60 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,2572303,2623714,4207167,51411,2026,true
2050130000070,33156,12250 SW 60 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,4507123,4558534,4973123,51411,2026,true
2050130000080,33156,12100 SW 60 CT,Pinecrest,0102,RESIDENTIAL - SINGLE FAMILY : ADDITIONAL LIVING QUARTERS,Single Family,1,5284602,5336013,5336013,51411,2026,true
2050130000090,33156,12360 SW 60 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1211750,1263161,2816959,51411,2026,true
2050130000100,33156,12330 SW 60 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,5414836,5414836,5414836,0,2026,true
2050130000105,33156,12320 SW 60 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1694659,1746070,2926030,51411,2026,true
2050130000110,33156,12201 SW 60 CT,Pinecrest,0081,VACANT RESIDENTIAL : VACANT LAND,Vacant Residential,0,1199667,1199667,2193246,0,2026,true
2050130000120,33156,12249 SW 60 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,489220,540631,2506810,51411,2026,true
2050130000130,33156,12365 SW 60 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,2216346,2216346,2216346,0,2026,true
2050130000140,33156,12251 SW 60 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,2210082,2261493,2569962,51411,2026,true
2050130000150,33156,12331 SW 60 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,840194,891605,2658484,51411,2026,true
2050130000160,33156,6390 SW 120 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,649088,700499,2940610,51411,2026,true
2050130000161,33156,6350 SW 120 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,506212,557623,2657993,51411,2026,true
2050130000180,33156,12121 SW 64 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,909922,961333,2798643,51411,2026,true
2050130000181,33156,12301 SW 64 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,335158,386569,2830080,51411,2026,true
2050130000182,33156,12041 SW 64 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,969077,1020488,2362756,51411,2026,true
2050130000183,33156,12245 SW 64 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,2616227,2616227,2895239,0,2026,true
2050130000184,33156,12325 SW 64 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,717560,768971,3128834,51411,2026,true
2050130000190,33156,12201 SW 64 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,4512286,4512286,4512286,0,2026,true
2050130000210,33156,12315 SW 64 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,828901,880312,2889529,51411,2026,true
2050130000230,33156,6463 SW 131 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,774067,825478,2796593,51411,2026,true
2050130000231,33156,6445 SW 131 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,5405705,5405705,5823325,0,2026,true
2050130000240,33156,12929 SW 64 CT,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,4592372,4643783,5837679,51411,2026,true
2050130000291,33156,,Pinecrest,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,Government,0,0,112505,561000,112505,2026,true
2050130000341,33156,6400 CHAPMAN FIELD DR,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,694835,746246,2223421,51411,2026,true
2050130000350,33156,13123 SW 64 CT,Pinecrest,0102,RESIDENTIAL - SINGLE FAMILY : ADDITIONAL LIVING QUARTERS,Single Family,0,5025428,5025428,5025428,0,2026,true
2050130000370,33156,13599 OLD CUTLER RD,Pinecrest,0802,MULTIFAMILY 2-9 UNITS : 2 LIVING UNITS,Multifamily,1,1054100,1105511,1849711,51411,2026,true
2050130000410,33156,13291 OLD CUTLER RD,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,9941029,9992440,10087127,51411,2026,true
2050130010010,33156,6050 SW 124 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,2369048,2420459,3629836,51411,2026,true
2050130010020,33156,6100 SW 132 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,678439,729850,2443462,51411,2026,true
2050130010030,33156,6120 SW 132 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,733127,784538,2336156,51411,2026,true
2050130010040,33156,6180 SW 132 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,4573768,4573768,4573768,0,2026,true
2050130010050,33156,13201 SW 62 AVE,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,1797393,1848804,2875819,51411,2026,true
2050130010060,33156,6195 SW 133 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,2854148,2854148,2854148,0,2026,true
2050130010070,33156,6175 SW 133 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,668543,719954,2369213,51411,2026,true
2050130010080,33156,6125 SW 133 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,629167,680578,2531020,51411,2026,true
2050130010090,33156,6065 SW 133 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,2477585,2477585,2477585,0,2026,true
2050130010100,33156,6055 SW 133 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,482012,533423,2280890,51411,2026,true
2050130010110,33156,6000 CHAPMAN FIELD DR,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,2043635,2043635,2043635,0,2026,true
2050130010120,33156,13300 OLD CUTLER RD,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,469894,521305,1629193,51411,2026,true
2050130010130,33156,6020 SW 133 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,2486580,2486580,2486580,0,2026,true
2050130010140,33156,6030 SW 133 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,1,814938,926349,2713028,111411,2026,true
2050130010150,33156,6060 SW 133 ST,Pinecrest,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,Single Family,0,1310930,1310930,2486713,0,2026,true
